x,y,desc
23.47262734,0,twentyfour_twentynine_zone
25,0,twentyfour_twentynine_zone
25,5,twentyfour_twentynine_zone
25,10,twentyfour_twentynine_zone
25,15,twentyfour_twentynine_zone
24.83531316,20.22355068,twentyfour_twentynine_zone
24.56945718,20.65590062,twentyfour_twentynine_zone
24.29607536,21.08353158,twentyfour_twentynine_zone
24.01525142,21.50631259,twentyfour_twentynine_zone
23.7270714,21.92411415,twentyfour_twentynine_zone
23.43162356,22.33680828,twentyfour_twentynine_zone
23.12899841,22.74426856,twentyfour_twentynine_zone
22.81928864,23.1463702,twentyfour_twentynine_zone
22.50258911,23.54299001,twentyfour_twentynine_zone
22.17899683,23.93400651,twentyfour_twentynine_zone
21.84861094,24.31929994,twentyfour_twentynine_zone
21.51153261,24.69875227,twentyfour_twentynine_zone
21.16786511,25.07224727,twentyfour_twentynine_zone
20.8177137,25.43967054,twentyfour_twentynine_zone
20.46118564,25.80090953,twentyfour_twentynine_zone
20.09839013,26.15585359,twentyfour_twentynine_zone
19.72943831,26.504394,twentyfour_twentynine_zone
19.35444318,26.84642399,twentyfour_twentynine_zone
18.97351961,27.18183881,twentyfour_twentynine_zone
18.58678428,27.51053571,twentyfour_twentynine_zone
18.19435565,27.83241401,twentyfour_twentynine_zone
17.79635393,28.14737511,twentyfour_twentynine_zone
17.39290102,28.45532254,twentyfour_twentynine_zone
16.98412051,28.75616197,twentyfour_twentynine_zone
16.57013761,29.04980125,twentyfour_twentynine_zone
16.15107913,29.33615044,twentyfour_twentynine_zone
15.72707343,29.61512182,twentyfour_twentynine_zone
15.29825039,29.88662995,twentyfour_twentynine_zone
14.86474135,30.15059165,twentyfour_twentynine_zone
14.42667911,30.40692608,twentyfour_twentynine_zone
13.98419785,30.65555472,twentyfour_twentynine_zone
13.5374331,30.89640141,twentyfour_twentynine_zone
13.08652171,31.12939237,twentyfour_twentynine_zone
12.63160181,31.35445624,twentyfour_twentynine_zone
12.17281273,31.57152409,twentyfour_twentynine_zone
11.71029501,31.78052941,twentyfour_twentynine_zone
11.24419032,31.98140819,twentyfour_twentynine_zone
10.77464144,32.17409891,twentyfour_twentynine_zone
10.30179218,32.35854253,twentyfour_twentynine_zone
9.825787395,32.53468255,twentyfour_twentynine_zone
9.346772881,32.70246504,twentyfour_twentynine_zone
8.864895367,32.86183859,twentyfour_twentynine_zone
8.380302455,33.01275438,twentyfour_twentynine_zone
7.893142581,33.15516619,twentyfour_twentynine_zone
7.403564967,33.2890304,twentyfour_twentynine_zone
6.911719574,33.414306,twentyfour_twentynine_zone
6.417757059,33.53095462,twentyfour_twentynine_zone
5.921828728,33.63894053,twentyfour_twentynine_zone
5.424086487,33.73823065,twentyfour_twentynine_zone
4.9246828,33.82879457,twentyfour_twentynine_zone
4.423770638,33.91060455,twentyfour_twentynine_zone
3.921503435,33.98363553,twentyfour_twentynine_zone
3.41803504,34.04786514,twentyfour_twentynine_zone
2.913519671,34.1032737,twentyfour_twentynine_zone
2.408111864,34.14984424,twentyfour_twentynine_zone
1.901966431,34.1875625,twentyfour_twentynine_zone
1.395238409,34.21641693,twentyfour_twentynine_zone
0.888083012,34.23639868,twentyfour_twentynine_zone
0.380655588,34.24750164,twentyfour_twentynine_zone
-0.126888435,34.2497224,twentyfour_twentynine_zone
-0.63439359,34.24306029,twentyfour_twentynine_zone
-1.141704426,34.22751734,twentyfour_twentynine_zone
-1.648665546,34.20309831,twentyfour_twentynine_zone
-2.155121666,34.16981069,twentyfour_twentynine_zone
-2.660917652,34.12766468,twentyfour_twentynine_zone
-3.165898576,34.07667317,twentyfour_twentynine_zone
-3.669909756,34.0168518,twentyfour_twentynine_zone
-4.17279681,33.94821888,twentyfour_twentynine_zone
-4.674405699,33.87079544,twentyfour_twentynine_zone
-5.174582775,33.78460519,twentyfour_twentynine_zone
-5.67317483,33.68967453,twentyfour_twentynine_zone
-6.17002914,33.58603255,twentyfour_twentynine_zone
-6.664993515,33.47371098,twentyfour_twentynine_zone
-7.157916343,33.35274424,twentyfour_twentynine_zone
-7.648646636,33.22316937,twentyfour_twentynine_zone
-8.13703408,33.08502607,twentyfour_twentynine_zone
-8.622929077,32.93835665,twentyfour_twentynine_zone
-9.106182794,32.78320604,twentyfour_twentynine_zone
-9.586647205,32.61962176,twentyfour_twentynine_zone
-10.06417514,32.44765392,twentyfour_twentynine_zone
-10.53862033,32.26735519,twentyfour_twentynine_zone
-11.00983744,32.07878081,twentyfour_twentynine_zone
-11.47768214,31.88198852,twentyfour_twentynine_zone
-11.94201112,31.67703862,twentyfour_twentynine_zone
-12.40268216,31.46399388,twentyfour_twentynine_zone
-12.85955415,31.24291956,twentyfour_twentynine_zone
-13.31248713,31.01388337,twentyfour_twentynine_zone
-13.76134239,30.77695547,twentyfour_twentynine_zone
-14.20598242,30.53220844,twentyfour_twentynine_zone
-14.64627103,30.27971724,twentyfour_twentynine_zone
-15.08207335,30.01955921,twentyfour_twentynine_zone
-15.5132559,29.75181404,twentyfour_twentynine_zone
-15.9396866,29.47656375,twentyfour_twentynine_zone
-16.36123483,29.19389264,twentyfour_twentynine_zone
-16.77777147,28.9038873,twentyfour_twentynine_zone
-17.18916893,28.60663656,twentyfour_twentynine_zone
-17.59530118,28.30223148,twentyfour_twentynine_zone
-17.99604384,27.99076529,twentyfour_twentynine_zone
-18.39127415,27.6723334,twentyfour_twentynine_zone
-18.78087105,27.34703334,twentyfour_twentynine_zone
-19.1647152,27.01496477,twentyfour_twentynine_zone
-19.54268902,26.67622939,twentyfour_twentynine_zone
-19.91467674,26.33093097,twentyfour_twentynine_zone
-20.28056441,25.97917526,twentyfour_twentynine_zone
-20.64023997,25.62107003,twentyfour_twentynine_zone
-20.99359324,25.25672495,twentyfour_twentynine_zone
-21.34051597,24.88625163,twentyfour_twentynine_zone
-21.68090192,24.50976355,twentyfour_twentynine_zone
-22.01464681,24.12737603,twentyfour_twentynine_zone
-22.34164842,23.7392062,twentyfour_twentynine_zone
-22.66180658,23.34537296,twentyfour_twentynine_zone
-22.97502322,22.94599695,twentyfour_twentynine_zone
-23.28120241,22.54120049,twentyfour_twentynine_zone
-23.58025035,22.13110758,twentyfour_twentynine_zone
-23.87207546,21.71584384,twentyfour_twentynine_zone
-24.15658833,21.29553646,twentyfour_twentynine_zone
-24.43370182,20.87031419,twentyfour_twentynine_zone
-24.70333105,20.44030728,twentyfour_twentynine_zone
-24.96539342,20.00564743,twentyfour_twentynine_zone
-24.96539342,20,twentyfour_twentynine_zone
-25,15,twentyfour_twentynine_zone
-25,10,twentyfour_twentynine_zone
-25,5,twentyfour_twentynine_zone
-25,0,twentyfour_twentynine_zone
-23.99908106,0,twentyfour_twentynine_zone
-23.42794309,0.041211022,twentyfour_twentynine_zone
-23.51551409,0.452021565,twentyfour_twentynine_zone
-23.59588208,0.864301772,twentyfour_twentynine_zone
-23.66902244,1.277925358,twentyfour_twentynine_zone
-23.73491276,1.692765626,twentyfour_twentynine_zone
-23.79353286,2.108695506,twentyfour_twentynine_zone
-23.84486479,2.525587597,twentyfour_twentynine_zone
-23.88889283,2.943314199,twentyfour_twentynine_zone
-23.92560348,3.361747361,twentyfour_twentynine_zone
-23.95498551,3.780758911,twentyfour_twentynine_zone
-23.9770299,4.200220502,twentyfour_twentynine_zone
-23.99172992,4.620003651,twentyfour_twentynine_zone
-23.99908106,5.039979773,twentyfour_twentynine_zone
-23.99908106,5.460020227,twentyfour_twentynine_zone
-23.99172992,5.879996349,twentyfour_twentynine_zone
-23.9770299,6.299779498,twentyfour_twentynine_zone
-23.95498551,6.719241089,twentyfour_twentynine_zone
-23.92560348,7.138252639,twentyfour_twentynine_zone
-23.88889283,7.556685801,twentyfour_twentynine_zone
-23.84486479,7.974412403,twentyfour_twentynine_zone
-23.79353286,8.391304494,twentyfour_twentynine_zone
-23.73491276,8.807234374,twentyfour_twentynine_zone
-23.66902244,9.222074642,twentyfour_twentynine_zone
-23.59588208,9.635698228,twentyfour_twentynine_zone
-23.51551409,10.04797843,twentyfour_twentynine_zone
-23.42794309,10.45878898,twentyfour_twentynine_zone
-23.3331959,10.86800402,twentyfour_twentynine_zone
-23.23130154,11.27549822,twentyfour_twentynine_zone
-23.12229122,11.68114675,twentyfour_twentynine_zone
-23.00619834,12.08482537,twentyfour_twentynine_zone
-22.88305845,12.48641042,twentyfour_twentynine_zone
-22.75290928,12.88577889,twentyfour_twentynine_zone
-22.61579069,13.28280845,twentyfour_twentynine_zone
-22.47174467,13.67737749,twentyfour_twentynine_zone
-22.32081536,14.06936515,twentyfour_twentynine_zone
-22.16304898,14.45865136,twentyfour_twentynine_zone
-21.99849386,14.84511688,twentyfour_twentynine_zone
-21.8272004,15.22864332,twentyfour_twentynine_zone
-21.64922108,15.60911322,twentyfour_twentynine_zone
-21.4646104,15.98641003,twentyfour_twentynine_zone
-21.27342492,16.36041817,twentyfour_twentynine_zone
-21.0757232,16.7310231,twentyfour_twentynine_zone
-20.8715658,17.09811129,twentyfour_twentynine_zone
-20.66101525,17.46157029,twentyfour_twentynine_zone
-20.44413604,17.82128878,twentyfour_twentynine_zone
-20.22099461,18.17715657,twentyfour_twentynine_zone
-19.99165931,18.52906466,twentyfour_twentynine_zone
-19.75620038,18.87690525,twentyfour_twentynine_zone
-19.51468995,19.22057179,twentyfour_twentynine_zone
-19.26720199,19.55995903,twentyfour_twentynine_zone
-19.01381232,19.89496299,twentyfour_twentynine_zone
-18.75459855,20.22548107,twentyfour_twentynine_zone
-18.48964007,20.55141203,twentyfour_twentynine_zone
-18.21901805,20.87265602,twentyfour_twentynine_zone
-17.94281538,21.18911466,twentyfour_twentynine_zone
-17.66111667,21.500691,twentyfour_twentynine_zone
-17.37400819,21.80728961,twentyfour_twentynine_zone
-17.08157791,22.10881657,twentyfour_twentynine_zone
-16.78391538,22.40517953,twentyfour_twentynine_zone
-16.48111178,22.6962877,twentyfour_twentynine_zone
-16.17325988,22.98205191,twentyfour_twentynine_zone
-15.86045396,23.26238464,twentyfour_twentynine_zone
-15.54278983,23.53720001,twentyfour_twentynine_zone
-15.22036482,23.80641385,twentyfour_twentynine_zone
-14.89327766,24.06994369,twentyfour_twentynine_zone
-14.56162857,24.32770881,twentyfour_twentynine_zone
-14.22551911,24.57963026,twentyfour_twentynine_zone
-13.88505225,24.82563087,twentyfour_twentynine_zone
-13.54033228,25.06563529,twentyfour_twentynine_zone
-13.19146477,25.29957,twentyfour_twentynine_zone
-12.83855661,25.52736334,twentyfour_twentynine_zone
-12.48171588,25.74894555,twentyfour_twentynine_zone
-12.12105188,25.96424875,twentyfour_twentynine_zone
-11.7566751,26.17320698,twentyfour_twentynine_zone
-11.38869715,26.37575625,twentyfour_twentynine_zone
-11.01723073,26.57183451,twentyfour_twentynine_zone
-10.64238964,26.7613817,twentyfour_twentynine_zone
-10.26428868,26.94433976,twentyfour_twentynine_zone
-9.883043688,27.12065265,twentyfour_twentynine_zone
-9.498771426,27.29026636,twentyfour_twentynine_zone
-9.111589605,27.45312894,twentyfour_twentynine_zone
-8.721616822,27.6091905,twentyfour_twentynine_zone
-8.328972529,27.75840324,twentyfour_twentynine_zone
-7.933776997,27.90072146,twentyfour_twentynine_zone
-7.536151278,28.03610155,twentyfour_twentynine_zone
-7.136217167,28.16450206,twentyfour_twentynine_zone
-6.73409717,28.28588365,twentyfour_twentynine_zone
-6.329914457,28.40020913,twentyfour_twentynine_zone
-5.923792835,28.50744351,twentyfour_twentynine_zone
-5.515856702,28.60755391,twentyfour_twentynine_zone
-5.106231013,28.70050969,twentyfour_twentynine_zone
-4.695041238,28.78628237,twentyfour_twentynine_zone
-4.282413331,28.86484567,twentyfour_twentynine_zone
-3.868473682,28.93617553,twentyfour_twentynine_zone
-3.453349084,29.00025011,twentyfour_twentynine_zone
-3.037166695,29.05704976,twentyfour_twentynine_zone
-2.620053994,29.10655711,twentyfour_twentynine_zone
-2.202138747,29.14875697,twentyfour_twentynine_zone
-1.783548965,29.18363644,twentyfour_twentynine_zone
-1.364412866,29.21118481,twentyfour_twentynine_zone
-0.944858835,29.23139366,twentyfour_twentynine_zone
-0.525015385,29.24425679,twentyfour_twentynine_zone
-0.105011119,29.24977026,twentyfour_twentynine_zone
0.315025314,29.24793239,twentyfour_twentynine_zone
0.734965251,29.23874374,twentyfour_twentynine_zone
1.154680062,29.22220711,twentyfour_twentynine_zone
1.574041184,29.19832759,twentyfour_twentynine_zone
1.992920163,29.16711248,twentyfour_twentynine_zone
2.411188693,29.12857134,twentyfour_twentynine_zone
2.828718654,29.08271598,twentyfour_twentynine_zone
3.245382153,29.02956044,twentyfour_twentynine_zone
3.661051562,28.96912101,twentyfour_twentynine_zone
4.075599558,28.9014162,twentyfour_twentynine_zone
4.488899162,28.82646675,twentyfour_twentynine_zone
4.900823775,28.74429561,twentyfour_twentynine_zone
5.311247222,28.65492796,twentyfour_twentynine_zone
5.720043786,28.55839117,twentyfour_twentynine_zone
6.127088249,28.45471481,twentyfour_twentynine_zone
6.532255929,28.34393064,twentyfour_twentynine_zone
6.935422721,28.22607259,twentyfour_twentynine_zone
7.336465131,28.10117676,twentyfour_twentynine_zone
7.735260315,27.96928141,twentyfour_twentynine_zone
8.13168612,27.83042694,twentyfour_twentynine_zone
8.525621116,27.68465588,twentyfour_twentynine_zone
8.916944637,27.53201289,twentyfour_twentynine_zone
9.305536818,27.37254471,twentyfour_twentynine_zone
9.69127863,27.2063002,twentyfour_twentynine_zone
10.07405192,27.03333028,twentyfour_twentynine_zone
10.45373943,26.85368793,twentyfour_twentynine_zone
10.83022487,26.66742817,twentyfour_twentynine_zone
11.20339291,26.47460806,twentyfour_twentynine_zone
11.57312925,26.27528666,twentyfour_twentynine_zone
11.93932064,26.06952503,twentyfour_twentynine_zone
12.30185491,25.85738619,twentyfour_twentynine_zone
12.66062101,25.63893513,twentyfour_twentynine_zone
13.01550905,25.41423875,twentyfour_twentynine_zone
13.36641032,25.18336588,twentyfour_twentynine_zone
13.71321733,24.94638724,twentyfour_twentynine_zone
14.05582387,24.70337542,twentyfour_twentynine_zone
14.39412498,24.45440486,twentyfour_twentynine_zone
14.72801704,24.19955182,twentyfour_twentynine_zone
15.05739778,23.93889435,twentyfour_twentynine_zone
15.3821663,23.67251231,twentyfour_twentynine_zone
15.70222312,23.40048729,twentyfour_twentynine_zone
16.01747021,23.12290262,twentyfour_twentynine_zone
16.32781101,22.83984331,twentyfour_twentynine_zone
16.63315045,22.55139607,twentyfour_twentynine_zone
16.93339501,22.25764926,twentyfour_twentynine_zone
17.22845272,21.95869286,twentyfour_twentynine_zone
17.51823319,21.65461843,twentyfour_twentynine_zone
17.80264768,21.34551912,twentyfour_twentynine_zone
18.08160905,21.03148961,twentyfour_twentynine_zone
18.35503186,20.71262608,twentyfour_twentynine_zone
18.62283237,20.38902621,twentyfour_twentynine_zone
18.88492853,20.06078913,twentyfour_twentynine_zone
19.14124006,19.72801536,twentyfour_twentynine_zone
19.39168847,19.39080685,twentyfour_twentynine_zone
19.63619702,19.04926688,twentyfour_twentynine_zone
19.87469083,18.70350008,twentyfour_twentynine_zone
20.10709685,18.35361234,twentyfour_twentynine_zone
20.33334387,17.99971085,twentyfour_twentynine_zone
20.55336262,17.64190401,twentyfour_twentynine_zone
20.76708568,17.28030142,twentyfour_twentynine_zone
20.9744476,16.91501384,twentyfour_twentynine_zone
21.17538486,16.54615316,twentyfour_twentynine_zone
21.3698359,16.17383237,twentyfour_twentynine_zone
21.55774117,15.7981655,twentyfour_twentynine_zone
21.73904312,15.41926764,twentyfour_twentynine_zone
21.91368619,15.03725485,twentyfour_twentynine_zone
22.08161691,14.65224412,twentyfour_twentynine_zone
22.24278383,14.26435341,twentyfour_twentynine_zone
22.39713759,13.87370152,twentyfour_twentynine_zone
22.5446309,13.48040811,twentyfour_twentynine_zone
22.68521859,13.08459365,twentyfour_twentynine_zone
22.81885759,12.68637939,twentyfour_twentynine_zone
22.94550697,12.28588729,twentyfour_twentynine_zone
23.06512793,11.88324005,twentyfour_twentynine_zone
23.17768384,11.47856098,twentyfour_twentynine_zone
23.28314021,11.07197404,twentyfour_twentynine_zone
23.38146475,10.66360378,twentyfour_twentynine_zone
23.47262734,10.25357529,twentyfour_twentynine_zone
23.55660005,9.842014157,twentyfour_twentynine_zone
23.63335716,9.429046448,twentyfour_twentynine_zone
23.70287516,9.01479866,twentyfour_twentynine_zone
23.76513276,8.59939768,twentyfour_twentynine_zone
23.82011089,8.18297075,twentyfour_twentynine_zone
23.86779269,7.765645424,twentyfour_twentynine_zone
23.90816358,7.347549534,twentyfour_twentynine_zone
23.94121119,6.928811145,twentyfour_twentynine_zone
23.96692538,6.509558521,twentyfour_twentynine_zone
23.98529829,6.089920083,twentyfour_twentynine_zone
23.99632429,5.67002437,twentyfour_twentynine_zone
24,5.25,twentyfour_twentynine_zone
23.99632429,4.82997563,twentyfour_twentynine_zone
23.98529829,4.410079917,twentyfour_twentynine_zone
23.96692538,3.990441479,twentyfour_twentynine_zone
23.94121119,3.571188855,twentyfour_twentynine_zone
23.90816358,3.152450466,twentyfour_twentynine_zone
23.86779269,2.734354576,twentyfour_twentynine_zone
23.82011089,2.31702925,twentyfour_twentynine_zone
23.76513276,1.90060232,twentyfour_twentynine_zone
23.70287516,1.48520134,twentyfour_twentynine_zone
23.63335716,1.070953552,twentyfour_twentynine_zone
23.55660005,0.657985843,twentyfour_twentynine_zone
23.47262734,0,twentyfour_twentynine_zone
-23.42794309,0.041211022,twenty_twentyfour_zone
-23.51551409,0.452021565,twenty_twentyfour_zone
-23.59588208,0.864301772,twenty_twentyfour_zone
-23.66902244,1.277925358,twenty_twentyfour_zone
-23.73491276,1.692765626,twenty_twentyfour_zone
-23.79353286,2.108695506,twenty_twentyfour_zone
-23.84486479,2.525587597,twenty_twentyfour_zone
-23.88889283,2.943314199,twenty_twentyfour_zone
-23.92560348,3.361747361,twenty_twentyfour_zone
-23.95498551,3.780758911,twenty_twentyfour_zone
-23.9770299,4.200220502,twenty_twentyfour_zone
-23.99172992,4.620003651,twenty_twentyfour_zone
-23.99908106,5.039979773,twenty_twentyfour_zone
-23.99908106,5.460020227,twenty_twentyfour_zone
-23.99172992,5.879996349,twenty_twentyfour_zone
-23.9770299,6.299779498,twenty_twentyfour_zone
-23.95498551,6.719241089,twenty_twentyfour_zone
-23.92560348,7.138252639,twenty_twentyfour_zone
-23.88889283,7.556685801,twenty_twentyfour_zone
-23.84486479,7.974412403,twenty_twentyfour_zone
-23.79353286,8.391304494,twenty_twentyfour_zone
-23.73491276,8.807234374,twenty_twentyfour_zone
-23.66902244,9.222074642,twenty_twentyfour_zone
-23.59588208,9.635698228,twenty_twentyfour_zone
-23.51551409,10.04797843,twenty_twentyfour_zone
-23.42794309,10.45878898,twenty_twentyfour_zone
-23.3331959,10.86800402,twenty_twentyfour_zone
-23.23130154,11.27549822,twenty_twentyfour_zone
-23.12229122,11.68114675,twenty_twentyfour_zone
-23.00619834,12.08482537,twenty_twentyfour_zone
-22.88305845,12.48641042,twenty_twentyfour_zone
-22.75290928,12.88577889,twenty_twentyfour_zone
-22.61579069,13.28280845,twenty_twentyfour_zone
-22.47174467,13.67737749,twenty_twentyfour_zone
-22.32081536,14.06936515,twenty_twentyfour_zone
-22.16304898,14.45865136,twenty_twentyfour_zone
-21.99849386,14.84511688,twenty_twentyfour_zone
-21.8272004,15.22864332,twenty_twentyfour_zone
-21.64922108,15.60911322,twenty_twentyfour_zone
-21.4646104,15.98641003,twenty_twentyfour_zone
-21.27342492,16.36041817,twenty_twentyfour_zone
-21.0757232,16.7310231,twenty_twentyfour_zone
-20.8715658,17.09811129,twenty_twentyfour_zone
-20.66101525,17.46157029,twenty_twentyfour_zone
-20.44413604,17.82128878,twenty_twentyfour_zone
-20.22099461,18.17715657,twenty_twentyfour_zone
-19.99165931,18.52906466,twenty_twentyfour_zone
-19.75620038,18.87690525,twenty_twentyfour_zone
-19.51468995,19.22057179,twenty_twentyfour_zone
-19.26720199,19.55995903,twenty_twentyfour_zone
-19.01381232,19.89496299,twenty_twentyfour_zone
-18.75459855,20.22548107,twenty_twentyfour_zone
-18.48964007,20.55141203,twenty_twentyfour_zone
-18.21901805,20.87265602,twenty_twentyfour_zone
-17.94281538,21.18911466,twenty_twentyfour_zone
-17.66111667,21.500691,twenty_twentyfour_zone
-17.37400819,21.80728961,twenty_twentyfour_zone
-17.08157791,22.10881657,twenty_twentyfour_zone
-16.78391538,22.40517953,twenty_twentyfour_zone
-16.48111178,22.6962877,twenty_twentyfour_zone
-16.17325988,22.98205191,twenty_twentyfour_zone
-15.86045396,23.26238464,twenty_twentyfour_zone
-15.54278983,23.53720001,twenty_twentyfour_zone
-15.22036482,23.80641385,twenty_twentyfour_zone
-14.89327766,24.06994369,twenty_twentyfour_zone
-14.56162857,24.32770881,twenty_twentyfour_zone
-14.22551911,24.57963026,twenty_twentyfour_zone
-13.88505225,24.82563087,twenty_twentyfour_zone
-13.54033228,25.06563529,twenty_twentyfour_zone
-13.19146477,25.29957,twenty_twentyfour_zone
-12.83855661,25.52736334,twenty_twentyfour_zone
-12.48171588,25.74894555,twenty_twentyfour_zone
-12.12105188,25.96424875,twenty_twentyfour_zone
-11.7566751,26.17320698,twenty_twentyfour_zone
-11.38869715,26.37575625,twenty_twentyfour_zone
-11.01723073,26.57183451,twenty_twentyfour_zone
-10.64238964,26.7613817,twenty_twentyfour_zone
-10.26428868,26.94433976,twenty_twentyfour_zone
-9.883043688,27.12065265,twenty_twentyfour_zone
-9.498771426,27.29026636,twenty_twentyfour_zone
-9.111589605,27.45312894,twenty_twentyfour_zone
-8.721616822,27.6091905,twenty_twentyfour_zone
-8.328972529,27.75840324,twenty_twentyfour_zone
-7.933776997,27.90072146,twenty_twentyfour_zone
-7.536151278,28.03610155,twenty_twentyfour_zone
-7.136217167,28.16450206,twenty_twentyfour_zone
-6.73409717,28.28588365,twenty_twentyfour_zone
-6.329914457,28.40020913,twenty_twentyfour_zone
-5.923792835,28.50744351,twenty_twentyfour_zone
-5.515856702,28.60755391,twenty_twentyfour_zone
-5.106231013,28.70050969,twenty_twentyfour_zone
-4.695041238,28.78628237,twenty_twentyfour_zone
-4.282413331,28.86484567,twenty_twentyfour_zone
-3.868473682,28.93617553,twenty_twentyfour_zone
-3.453349084,29.00025011,twenty_twentyfour_zone
-3.037166695,29.05704976,twenty_twentyfour_zone
-2.620053994,29.10655711,twenty_twentyfour_zone
-2.202138747,29.14875697,twenty_twentyfour_zone
-1.783548965,29.18363644,twenty_twentyfour_zone
-1.364412866,29.21118481,twenty_twentyfour_zone
-0.944858835,29.23139366,twenty_twentyfour_zone
-0.525015385,29.24425679,twenty_twentyfour_zone
